6983,6599,6772.1,68.91
7018,6524,6778.72,116.26
7110,6472,6746.52,146.61
7115,6452,6708.94,151.71
6977,6415,6661.22,143.78
6863,6346,6594.7,128.14
6802,6346,6536.8,110.26
6820,6346,6542.66,112.61
6843,6328,6514.36,123.98
6835,6308,6485.34,120.43
6721,6308,6481.76,102.01
6767,6267,6472.34,122.83
6767,6267,6459.36,118.51
6808,6267,6474.7,115.57
6674,6256,6437.7,117.06
6773,6256,6429.8,115.43
6805,6256,6426.14,126.41
6694,6256,6396.08,91.53
6626,6256,6388.66,76.7
6593,6236,6385.66,96.49
6653,6236,6375.98,105.51
6547,6210,6348.74,99.1
6706,6210,6359.42,90.71
6546,6210,6351.02,94.65
6558,6210,6314.74,75.4
6643,6210,6314.24,85.3
6506,6210,6281.68,60.17
6433,6190,6276.32,55.82
6427,6190,6281.58,53.05
6407,6190,6266.8,61.1
6490,6185,6262.88,61.31
6429,6169,6258.12,58.53
6419,6169,6237.96,54.3
6349,6161,6241.64,54.2
6466,6161,6258.08,58.71
6489,6161,6248,69.78
6416,6160,6244.4,71.5
6412,6160,6252.54,61.17
6374,6160,6250.62,59.69
6380,6157,6242.7,63.78
6419,6157,6247.66,60.45
6400,6151,6223.34,57.1
6407,6146,6218.34,65.86
6409,6130,6217.34,62.08
6417,6130,6220.64,72.31
6376,6120,6224.48,67.77
6386,6120,6220.38,66.86
6391,6120,6210.86,62.44
6409,6120,6209.38,67.89
6392,6118,6219.94,83.09
6342,6118,6197.3,71.48
6429,6120,6192.08,74.42
6409,6118,6207.48,79.16
6560,6118,6210,91.36
6344,6118,6187.58,61.53
6373,6101,6225.46,66.18
6362,6101,6205.48,68.28
6281,6101,6170.08,55
6272,6100,6166.78,49.32
6334,6100,6169.34,52.15
6262,6100,6169.26,49.69
6354,6094,6173.06,67.56
6377,6094,6163.86,66.05
6286,6093,6143.62,52.23
6320,6093,6157.08,56.91
6273,6093,6146.16,56.3
6329,6093,6135.56,56.23
6297,6093,6148.02,61.53
6360,6093,6154.98,71.31
6301,6093,6127,48.93
6362,6093,6153.46,66.13
6293,6093,6151.76,59.96
6254,6093,6129.04,47.55
6332,6091,6157.66,58.32
6288,6091,6136.06,52.81
6292,6087,6140.6,56.82
6277,6079,6138.96,52.29
6241,6075,6119.32,38.8
6241,6067,6108.18,40.99
6265,6067,6132.32,57.56
6276,6067,6123.16,54.55
6192,6067,6105.18,34.64
6281,6067,6124.24,46.78
6233,6067,6124.06,44.11
6220,6066,6118.68,48.75
6266,6060,6116.68,45.22
6307,6060,6112.42,54.12
6234,6059,6106.62,44.59
6302,6058,6119.8,64.6
6250,6058,6105.34,49.86
6229,6058,6105.02,48.63
6311,6058,6128.4,64.29
6338,6058,6141.26,76.32
6386,6058,6148.76,83.25
6447,6058,6144.18,77.13
